tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
8160,note_on,,,,,0,0,1,,,,,0,,,67,50
8160,note_on,,,,,7,0,1,,,,,0,,,53,50
8160,note_on,,,,,0,0,0,,,,,0,,,76,50
8160,note_on,,,,,0,0,1,,,,,0,,,61,50
8219,note_on,,,,,59,0,0,,,,,0,,,82,0
8273,note_on,,,,,0,0,0,,,,,0,,,76,0
8273,note_on,,,,,0,0,1,,,,,0,,,67,0
8273,note_on,,,,,0,0,1,,,,,0,,,58,0
8273,note_on,,,,,0,0,1,,,,,0,,,61,0
8273,note_on,,,,,113,0,1,,,,,0,,,53,0
8273,note_on,,,,,54,0,0,,,,,0,,,73,0
8280,note_on,,,,,7,0,1,,,,,0,,,53,50
8280,note_on,,,,,0,0,1,,,,,0,,,58,50
8280,note_on,,,,,7,0,0,,,,,0,,,73,50
8280,note_on,,,,,0,0,1,,,,,0,,,61,50
8280,note_on,,,,,0,0,1,,,,,0,,,67,50
8280,note_on,,,,,0,0,0,,,,,0,,,85,50
8280,note_on,,,,,0,0,0,,,,,0,,,76,50
8339,note_on,,,,,59,0,0,,,,,0,,,85,0
8393,note_on,,,,,54,0,0,,,,,0,,,73,0
8393,note_on,,,,,0,0,1,,,,,0,,,67,0
8393,note_on,,,,,0,0,1,,,,,0,,,61,0
8393,note_on,,,,,0,0,1,,,,,0,,,58,0
8393,note_on,,,,,113,0,1,,,,,0,,,53,0
8393,note_on,,,,,0,0,0,,,,,0,,,76,0
8400,note_on,,,,,0,0,1,,,,,0,,,67,50
8400,note_on,,,,,7,0,0,,,,,0,,,73,50
8400,note_on,,,,,7,0,1,,,,,0,,,53,50
8400,note_on,,,,,0,0,1,,,,,0,,,61,50
8400,note_on,,,,,0,0,1,,,,,0,,,58,50
8400,note_on,,,,,0,0,0,,,,,0,,,76,50
8400,note_on,,,,,0,0,0,,,,,0,,,84,50
8459,note_on,,,,,59,0,0,,,,,0,,,84,0
8460,note_on,,,,,1,0,0,,,,,0,,,83,50
8519,note_on,,,,,59,0,0,,,,,0,,,83,0
8520,note_on,,,,,1,0,0,,,,,0,,,82,50
8579,note_on,,,,,59,0,0,,,,,0,,,82,0
8627,note_on,,,,,0,0,1,,,,,0,,,67,0
8627,note_on,,,,,0,0,1,,,,,0,,,58,0
8627,note_on,,,,,227,0,1,,,,,0,,,53,0
8627,note_on,,,,,0,0,1,,,,,0,,,61,0
8639,note_on,,,,,0,0,0,,,,,0,,,76,0
8639,note_on,,,,,60,0,0,,,,,0,,,73,0
8641,control_change,,,,,2,0,0,,,64,0,0,,,,
8880,set_tempo,,,,,239,1,0,,599999,,,,,,,
8880,note_on,,,,,0,0,0,,,,,0,,,99,50
8880,note_on,,,,,253,0,1,,,,,0,,,90,50
8880,note_on,,,,,0,0,1,,,,,0,,,93,50
8936,note_on,,,,,56,0,0,,,,,0,,,99,0
8939,note_on,,,,,0,0,1,,,,,0,,,93,0
8939,note_on,,,,,59,0,1,,,,,0,,,90,0
8940,note_on,,,,,4,0,0,,,,,0,,,96,50
8996,note_on,,,,,56,0,0,,,,,0,,,96,0
9000,note_on,,,,,4,0,0,,,,,0,,,92,50
9000,note_on,,,,,61,0,1,,,,,0,,,83,50
9000,note_on,,,,,0,0,1,,,,,0,,,86,50
9056,note_on,,,,,56,0,0,,,,,0,,,92,0
9059,note_on,,,,,59,0,1,,,,,0,,,83,0
9059,note_on,,,,,0,0,1,,,,,0,,,86,0
9060,note_on,,,,,4,0,0,,,,,0,,,89,50
9116,note_on,,,,,56,0,0,,,,,0,,,89,0
9120,note_on,,,,,4,0,0,,,,,0,,,93,50
9120,note_on,,,,,61,0,1,,,,,0,,,84,50
9120,note_on,,,,,0,0,1,,,,,0,,,87,50
9176,note_on,,,,,56,0,0,,,,,0,,,93,0
9179,note_on,,,,,0,0,1,,,,,0,,,87,0
9179,note_on,,,,,59,0,1,,,,,0,,,84,0
9180,note_on,,,,,4,0,0,,,,,0,,,90,50
9236,note_on,,,,,56,0,0,,,,,0,,,90,0
9240,note_on,,,,,4,0,0,,,,,0,,,86,50
9240,note_on,,,,,61,0,1,,,,,0,,,77,50
9240,note_on,,,,,0,0,1,,,,,0,,,80,50
9296,note_on,,,,,56,0,0,,,,,0,,,86,0
9299,note_on,,,,,0,0,1,,,,,0,,,80,0
9299,note_on,,,,,59,0,1,,,,,0,,,77,0
9300,note_on,,,,,4,0,0,,,,,0,,,83,50
9356,note_on,,,,,56,0,0,,,,,0,,,83,0
9360,note_on,,,,,4,0,0,,,,,0,,,87,50
9360,note_on,,,,,61,0,1,,,,,0,,,78,50
9360,note_on,,,,,0,0,1,,,,,0,,,81,50
