tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,port,note,velocity
14880,note_on,,,,,4,0,2,,,,,0,,,52,70
14936,note_on,,,,,56,0,2,,,,,0,,,52,0
14936,note_on,,,,,56,0,1,,,,,0,,,64,0
14940,note_on,,,,,4,0,1,,,,,0,,,65,70
14940,note_on,,,,,4,0,2,,,,,0,,,53,70
14996,note_on,,,,,56,0,1,,,,,0,,,65,0
14996,note_on,,,,,56,0,2,,,,,0,,,53,0
15000,note_on,,,,,4,0,1,,,,,0,,,67,70
15000,note_on,,,,,4,0,2,,,,,0,,,55,70
15056,note_on,,,,,56,0,1,,,,,0,,,67,0
15056,note_on,,,,,56,0,2,,,,,0,,,55,0
15060,note_on,,,,,4,0,1,,,,,0,,,69,70
15060,note_on,,,,,4,0,2,,,,,0,,,57,70
15116,note_on,,,,,56,0,2,,,,,0,,,57,0
15116,note_on,,,,,56,0,1,,,,,0,,,69,0
15120,note_on,,,,,4,0,1,,,,,0,,,70,70
15120,note_on,,,,,4,0,2,,,,,0,,,58,70
15176,note_on,,,,,56,0,1,,,,,0,,,70,0
15176,note_on,,,,,56,0,2,,,,,0,,,58,0
15180,note_on,,,,,4,0,2,,,,,0,,,61,70
15180,note_on,,,,,4,0,1,,,,,0,,,73,70
15236,note_on,,,,,56,0,2,,,,,0,,,61,0
15236,note_on,,,,,56,0,1,,,,,0,,,73,0
15240,note_on,,,,,4,0,2,,,,,0,,,65,70
15240,note_on,,,,,4,0,1,,,,,0,,,77,70
15296,note_on,,,,,56,0,1,,,,,0,,,77,0
15296,note_on,,,,,56,0,2,,,,,0,,,65,0
15300,note_on,,,,,4,0,1,,,,,0,,,76,70
15300,note_on,,,,,4,0,2,,,,,0,,,64,70
15356,note_on,,,,,56,0,2,,,,,0,,,64,0
15356,note_on,,,,,56,0,1,,,,,0,,,76,0
15360,note_on,,,,,4,0,1,,,,,0,,,74,70
15360,note_on,,,,,4,0,2,,,,,0,,,62,70
15416,note_on,,,,,56,0,1,,,,,0,,,74,0
15416,note_on,,,,,56,0,2,,,,,0,,,62,0
15420,note_on,,,,,4,0,2,,,,,0,,,61,70
15420,note_on,,,,,4,0,1,,,,,0,,,73,70
15476,note_on,,,,,56,0,1,,,,,0,,,73,0
15476,note_on,,,,,56,0,2,,,,,0,,,61,0
15480,note_on,,,,,4,0,2,,,,,0,,,58,70
15480,note_on,,,,,4,0,1,,,,,0,,,70,70
15536,note_on,,,,,56,0,2,,,,,0,,,58,0
15536,note_on,,,,,56,0,1,,,,,0,,,70,0
15540,note_on,,,,,4,0,2,,,,,0,,,57,70
15540,note_on,,,,,4,0,1,,,,,0,,,69,70
15596,note_on,,,,,56,0,2,,,,,0,,,57,0
15596,note_on,,,,,56,0,1,,,,,0,,,69,0
15600,note_on,,,,,4,0,1,,,,,0,,,70,70
15600,note_on,,,,,4,0,2,,,,,0,,,58,70
15656,note_on,,,,,56,0,1,,,,,0,,,70,0
15656,note_on,,,,,56,0,2,,,,,0,,,58,0
15660,note_on,,,,,4,0,1,,,,,0,,,73,70
15660,note_on,,,,,4,0,2,,,,,0,,,61,70
